UNITID,EFCSTATE,LINE,XEFRES01,EFRES01,XEFRES02,EFRES02 
102614,30, 30,"R",1,"R",1
102614,32, 32,"R",1,"R",1
102614,34, 34,"R",1,"R",1
102614,35, 35,"R",1,"R",1
102614,36, 36,"R",4,"R",4
102614,38, 38,"R",1,"R",0
102614,41, 41,"R",7,"R",4
102614,42, 42,"R",1,"R",1
102614,46, 46,"R",2,"R",2
102614,48, 48,"R",7,"R",7
102614,49, 49,"R",2,"R",2
102614,51, 51,"R",1,"R",1
102614,53, 53,"R",16,"R",13
102614,55, 55,"R",2,"R",0
102614,56, 56,"R",1,"R",1
102614,57, 57,"R",3,"R",2
102614,58,999,"R",791,"R",549
102614,90, 90,"R",13,"R",7
102614,99, 99,"R",804,"R",556
102632, 2,  2,"R",179,"R",132
102632, 6,  6,"R",1,"R",1
102632, 8,  8,"R",1,"R",1
102632,12, 12,"R",1,"R",0
102632,34, 34,"R",1,"R",0
102632,37, 37,"R",1,"R",1
102632,39, 39,"R",1,"R",1
102632,41, 41,"R",2,"R",2
102632,53, 53,"R",2,"R",2
102632,58,999,"R",189,"R",140
102632,90, 90,"R",4,"R",3
102632,99, 99,"R",193,"R",143
103893, 4,  4,"R",122,"R",45
103893,58,999,"R",122,"R",45
103893,99, 99,"R",122,"R",45
103909, 4,  4,"R",70,"R",32
103909,58,999,"R",70,"R",32
103909,99, 99,"R",70,"R",32
103927, 4,  4,"R",57,"R",21
103927,58,999,"R",57,"R",21
103927,99, 99,"R",57,"R",21
104151, 1,  1,"R",6,"R",6
104151, 2,  2,"R",9,"R",7
104151, 4,  4,"R",5074,"R",4883
104151, 5,  5,"R",11,"R",10
104151, 6,  6,"R",601,"R",581
104151, 8,  8,"R",124,"R",124
104151, 9,  9,"R",29,"R",29
104151,10, 10,"R",5,"R",4
104151,11, 11,"R",1,"R",1
104151,12, 12,"R",37,"R",33
104151,13, 13,"R",27,"R",26
104151,15, 15,"R",25,"R",24
104151,16, 16,"R",19,"R",18
104151,17, 17,"R",218,"R",213
104151,18, 18,"R",22,"R",22
104151,19, 19,"R",11,"R",11
104151,20, 20,"R",19,"R",19
104151,21, 21,"R",8,"R",8
104151,22, 22,"R",9,"R",8
104151,23, 23,"R",6,"R",6
104151,24, 24,"R",30,"R",29
104151,25, 25,"R",33,"R",31
104151,26, 26,"R",49,"R",47
104151,27, 27,"R",77,"R",75
104151,28, 28,"R",1,"R",1
104151,29, 29,"R",38,"R",35
104151,30, 30,"R",6,"R",6
104151,31, 31,"R",23,"R",22
104151,32, 32,"R",37,"R",33
104151,33, 33,"R",12,"R",12
104151,34, 34,"R",63,"R",61
104151,35, 35,"R",69,"R",67
104151,36, 36,"R",55,"R",55
104151,37, 37,"R",20,"R",19
104151,38, 38,"R",11,"R",10
104151,39, 39,"R",35,"R",34
104151,40, 40,"R",12,"R",11
104151,41, 41,"R",48,"R",45
104151,42, 42,"R",54,"R",53
104151,44, 44,"R",4,"R",4
104151,45, 45,"R",7,"R",7
104151,46, 46,"R",12,"R",11
104151,47, 47,"R",10,"R",10
104151,48, 48,"R",161,"R",152
104151,49, 49,"R",22,"R",20
104151,51, 51,"R",31,"R",29
104151,53, 53,"R",104,"R",100
104151,55, 55,"R",55,"R",54
104151,56, 56,"R",6,"R",5
104151,57, 57,"R",5,"R",5
104151,58,999,"R",7351,"R",7076
104151,90, 90,"R",523,"R",309
104151,99, 99,"R",7874,"R",7385
104425, 4,  4,"R",604,"R",487
104425, 6,  6,"R",3,"R",3
104425, 8,  8,"R",1,"R",0
104425,32, 32,"R",5,"R",5
104425,42, 42,"R",1,"R",1
104425,47, 47,"R",1,"R",0
104425,48, 48,"R",1,"R",1
104425,49, 49,"R",2,"R",2
104425,53, 53,"R",1,"R",0
104425,58,999,"R",619,"R",499
104425,98, 98,"R",8,"A",
104425,99, 99,"R",627,"R",499
104577, 1,  1,"R",1,"R",1
104577, 2,  2,"R",2,"Z",0
104577, 4,  4,"R",534,"R",116
104577, 6,  6,"R",3,"R",2
104577, 8,  8,"R",3,"R",1
104577,12, 12,"R",1,"Z",0
104577,13, 13,"R",9,"R",8
104577,15, 15,"R",8,"R",6
104577,22, 22,"R",1,"R",1
104577,32, 32,"R",3,"R",3
104577,34, 34,"R",1,"R",1
104577,35, 35,"R",10,"R",6
104577,37, 37,"R",1,"R",1
104577,39, 39,"R",1,"R",1
104577,41, 41,"R",2,"R",2
104577,48, 48,"R",1,"Z",0
104577,49, 49,"R",5,"R",3
104577,53, 53,"R",4,"R",4
104577,58,999,"R",590,"R",156
104577,90, 90,"R",7,"R",5
104577,99, 99,"R",597,"R",161
104586, 2,  2,"R",7,"R",7
104586, 4,  4,"R",148,"R",142
104586, 5,  5,"R",1,"R",1
104586, 6,  6,"R",176,"R",168
104586, 8,  8,"R",37,"R",32
104586, 9,  9,"R",2,"R",2
104586,12, 12,"R",3,"R",3
104586,13, 13,"R",5,"R",5
104586,15, 15,"R",26,"R",26
104586,16, 16,"R",3,"R",3
104586,17, 17,"R",7,"R",6
104586,18, 18,"R",2,"R",2
104586,20, 20,"R",3,"R",3
104586,22, 22,"R",1,"R",1
104586,24, 24,"R",5,"R",4
104586,25, 25,"R",7,"R",6
104586,26, 26,"R",7,"R",6
104586,29, 29,"R",6,"R",6
104586,30, 30,"R",2,"R",2
104586,31, 31,"R",2,"R",2
104586,32, 32,"R",28,"R",26
104586,33, 33,"R",5,"R",5
104586,34, 34,"R",2,"R",2
104586,35, 35,"R",3,"R",3
104586,36, 36,"R",6,"R",5
104586,37, 37,"R",3,"R",3
104586,39, 39,"R",2,"R",2
104586,41, 41,"R",17,"R",16
104586,42, 42,"R",2,"R",2
104586,45, 45,"R",1,"R",1
104586,46, 46,"R",2,"R",2
104586,47, 47,"R",3,"R",2
104586,48, 48,"R",65,"R",64
104586,49, 49,"R",3,"R",2
104586,50, 50,"R",1,"R",1
104586,51, 51,"R",5,"R",5
104586,53, 53,"R",49,"R",47
104586,55, 55,"R",8,"R",8
104586,57, 57,"R",4,"R",4
104586,58,999,"R",659,"R",627
104586,90, 90,"R",22,"R",16
104586,99, 99,"R",681,"R",643
104708, 4,  4,"R",2718,"R",1889
104708,15, 15,"R",1,"R",1
104708,32, 32,"R",2,"R",2
104708,35, 35,"R",1,"R",1
104708,58,999,"R",2722,"R",1893
104708,99, 99,"R",2722,"R",1893
105145, 4,  4,"R",571,"R",350
105145, 8,  8,"R",1,"R",1
105145,35, 35,"R",1,"R",1
105145,58,999,"R",573,"R",352
105145,99, 99,"R",573,"R",352
105154, 2,  2,"R",3,"R",3
105154, 4,  4,"R",2341,"R",1431
105154, 6,  6,"R",2,"R",2
105154, 8,  8,"R",3,"R",2
105154,12, 12,"R",1,"R",1
105154,15, 15,"R",1,"R",1
105154,18, 18,"R",2,"R",2
105154,19, 19,"R",2,"R",2
105154,27, 27,"R",1,"Z",0
105154,30, 30,"R",2,"R",2
105154,35, 35,"R",2,"R",2
105154,38, 38,"R",1,"R",1
105154,42, 42,"R",1,"R",1
105154,45, 45,"R",1,"R",1
105154,48, 48,"R",3,"R",3
105154,49, 49,"R",1,"Z",0
105154,51, 51,"R",1,"R",1
105154,53, 53,"R",3,"R",3
105154,56, 56,"R",1,"R",1
105154,57, 57,"R",2,"R",2
105154,58,999,"R",2374,"R",1461
105154,98, 98,"R",5,"A",
105154,99, 99,"R",2379,"R",1461
105206, 4,  4,"R",454,"R",187
105206, 6,  6,"R",12,"R",6
105206, 8,  8,"R",1,"R",1
105206,15, 15,"R",1,"R",1
105206,32, 32,"R",18,"R",9
105206,38, 38,"R",1,"R",0
105206,41, 41,"R",1,"R",1
105206,49, 49,"R",11,"R",1
105206,58,999,"R",499,"R",206
105206,99, 99,"R",499,"R",206
105297, 4,  4,"R",110,"R",63
105297,35, 35,"R",16,"R",9
105297,58,999,"R",126,"R",72
105297,99, 99,"R",126,"R",72
105330, 1,  1,"R",2,"R",0
105330, 2,  2,"R",52,"R",47
105330, 4,  4,"R",3835,"R",3674
105330, 5,  5,"R",1,"R",1
105330, 6,  6,"R",1104,"R",1049
105330, 8,  8,"R",156,"R",151
105330, 9,  9,"R",3,"R",2
105330,10, 10,"R",2,"R",1
105330,11, 11,"R",1,"R",1
105330,12, 12,"R",9,"R",4
105330,13, 13,"R",11,"R",4
105330,15, 15,"R",108,"R",103
105330,16, 16,"R",16,"R",15
105330,17, 17,"R",30,"R",27
105330,18, 18,"R",5,"R",5
105330,19, 19,"R",2,"R",2
105330,20, 20,"R",2,"R",2
105330,21, 21,"R",1,"R",0
105330,22, 22,"R",1,"R",1
105330,23, 23,"R",2,"R",2
105330,24, 24,"R",3,"R",3
105330,25, 25,"R",3,"R",3
105330,26, 26,"R",3,"R",2
105330,27, 27,"R",10,"R",9
105330,29, 29,"R",7,"R",6
105330,30, 30,"R",12,"R",10
105330,31, 31,"R",2,"R",2
105330,32, 32,"R",94,"R",89
105330,33, 33,"R",1,"R",1
105330,34, 34,"R",5,"R",5
105330,35, 35,"R",85,"R",85
105330,36, 36,"R",5,"R",2
105330,37, 37,"R",1,"R",0
105330,39, 39,"R",7,"R",4
105330,40, 40,"R",1,"R",1
105330,41, 41,"R",44,"R",43
105330,42, 42,"R",7,"R",7
105330,44, 44,"R",1,"R",0
105330,45, 45,"R",3,"R",3
105330,46, 46,"R",6,"R",6
105330,47, 47,"R",1,"R",1
105330,48, 48,"R",58,"R",52
105330,49, 49,"R",8,"R",6
105330,51, 51,"R",2,"R",1
105330,53, 53,"R",71,"R",69
105330,54, 54,"R",1,"R",0
105330,55, 55,"R",9,"R",6
105330,56, 56,"R",6,"R",6
105330,58,999,"R",5799,"R",5513
105330,60, 60,"R",2,"R",2
105330,66, 66,"R",1,"R",0
105330,89,999,"R",3,"R",2
105330,90, 90,"R",80,"R",5
105330,98, 98,"R",18,"A",
105330,99, 99,"R",5900,"R",5520
105349, 4,  4,"R",211,"R",33
105349,15, 15,"R",1,"R",1
105349,35, 35,"R",2,"R",1
105349,49, 49,"R",1,"R",0
105349,58,999,"R",215,"R",35
105349,99, 99,"R",215,"R",35
105428, 4,  4,"R",1219,"R",807
105428, 6,  6,"R",1,"R",1
105428, 8,  8,"R",4,"R",3
105428,11, 11,"R",1,"R",1
105428,12, 12,"R",1,"R",1
105428,15, 15,"R",2,"R",2
105428,16, 16,"R",2,"R",2
105428,18, 18,"R",1,"R",1
105428,29, 29,"R",1,"R",1
105428,34, 34,"R",1,"Z",0
105428,35, 35,"R",1,"R",1
105428,37, 37,"R",1,"Z",0
105428,41, 41,"R",2,"R",2
105428,48, 48,"R",2,"R",2
105428,58,999,"R",1239,"R",824
105428,99, 99,"R",1239,"R",824
105525, 1,  1,"R",1,"Z",0
105525, 2,  2,"R",6,"R",2
105525, 4,  4,"R",4251,"R",1569
105525, 5,  5,"R",3,"R",1
105525, 6,  6,"R",67,"R",16
105525, 8,  8,"R",8,"R",1
105525,12, 12,"R",7,"R",2
105525,13, 13,"R",2,"R",0
105525,15, 15,"R",14,"R",8
105525,17, 17,"R",17,"R",5
105525,18, 18,"R",3,"R",1
105525,20, 20,"R",1,"R",0
105525,21, 21,"R",1,"R",1
105525,24, 24,"R",2,"Z",0
105525,25, 25,"R",3,"Z",0
105525,26, 26,"R",4,"Z",0
105525,27, 27,"R",2,"Z",0
105525,30, 30,"R",1,"Z",0
105525,31, 31,"R",1,"Z",0
105525,32, 32,"R",12,"R",5
105525,34, 34,"R",2,"Z",0
105525,35, 35,"R",11,"R",4
105525,36, 36,"R",7,"R",2
105525,37, 37,"R",1,"Z",0
105525,39, 39,"R",2,"Z",0
105525,40, 40,"R",1,"Z",0
105525,41, 41,"R",3,"R",1
105525,42, 42,"R",1,"R",1
105525,45, 45,"R",1,"Z",0
105525,47, 47,"R",1,"Z",0
105525,48, 48,"R",12,"R",1
105525,49, 49,"R",2,"R",1
105525,51, 51,"R",2,"R",1
105525,53, 53,"R",6,"R",3
105525,55, 55,"R",3,"R",1
105525,58,999,"R",4461,"R",1626
105525,90, 90,"R",5,"R",2
105525,98, 98,"R",8,"A",
105525,99, 99,"R",4474,"R",1628
105659, 4,  4,"R",176,"R",19
105659, 6,  6,"R",1,"R",1
105659, 8,  8,"R",1,"R",1
105659,15, 15,"R",2,"R",0
105659,18, 18,"R",2,"R",0
105659,26, 26,"R",1,"R",0
105659,39, 39,"R",1,"R",0
105659,48, 48,"R",2,"R",0
105659,53, 53,"R",1,"R",1
105659,58,999,"R",187,"R",22
105659,99, 99,"R",187,"R",22
105668, 1,  1,"R",2,"Z",0
105668, 4,  4,"R",282,"R",89
105668, 6,  6,"R",1,"Z",0
105668, 8,  8,"R",1,"Z",0
105668,17, 17,"R",1,"R",1
105668,26, 26,"R",2,"R",1
105668,30, 30,"R",1,"R",1
105668,36, 36,"R",1,"Z",0
105668,37, 37,"R",2,"Z",0
105668,38, 38,"R",1,"Z",0
105668,41, 41,"R",1,"R",1
105668,44, 44,"R",1,"Z",0
105668,48, 48,"R",1,"Z",0
105668,49, 49,"R",1,"Z",0
105668,55, 55,"R",1,"R",1
105668,58,999,"R",299,"R",94
105668,99, 99,"R",299,"R",94
105747, 4,  4,"R",730,"R",526
105747,17, 17,"R",1,"R",1
105747,26, 26,"R",1,"R",1
105747,27, 27,"R",1,"R",1
105747,32, 32,"R",2,"R",1
105747,35, 35,"R",5,"R",5
105747,48, 48,"R",1,"R",1
105747,49, 49,"R",1,"Z",0
105747,55, 55,"R",1,"R",1
105747,58,999,"R",743,"R",537
105747,99, 99,"R",743,"R",537
105792, 4,  4,"R",686,"R",473
105792, 8,  8,"R",1,"R",1
105792,32, 32,"R",2,"R",2
105792,35, 35,"R",4,"R",4
105792,58,999,"R",693,"R",480
105792,98, 98,"R",2,"A",
105792,99, 99,"R",695,"R",480
105899, 4,  4,"R",97,"R",90
105899, 6,  6,"R",21,"R",21
105899,12, 12,"R",1,"R",1
105899,15, 15,"R",1,"R",1
105899,16, 16,"R",2,"R",2
105899,17, 17,"R",1,"R",1
105899,19, 19,"R",1,"R",1
105899,20, 20,"R",1,"R",0
105899,27, 27,"R",1,"R",1
105899,32, 32,"R",4,"R",4
105899,35, 35,"R",2,"R",2
105899,41, 41,"R",4,"R",3
105899,48, 48,"R",8,"R",8
105899,49, 49,"R",1,"R",1
105899,50, 50,"R",1,"R",1
105899,53, 53,"R",1,"R",1
105899,56, 56,"R",1,"R",1
105899,57, 57,"R",1,"R",1
105899,58,999,"R",149,"R",140
105899,90, 90,"R",4,"R",4
105899,99, 99,"R",153,"R",144
106245, 1,  1,"R",1,"R",1
106245, 4,  4,"R",2,"R",2
106245, 5,  5,"R",675,"R",613
106245, 6,  6,"R",2,"R",2
106245, 8,  8,"R",2,"R",2
106245,12, 12,"R",3,"R",2
106245,13, 13,"R",2,"R",2
106245,20, 20,"R",4,"R",4
106245,21, 21,"R",1,"R",1
106245,22, 22,"R",2,"R",2
106245,25, 25,"R",1,"R",1
106245,26, 26,"R",1,"R",1
106245,28, 28,"R",3,"R",3
106245,29, 29,"R",5,"R",5
106245,37, 37,"R",1,"R",1
106245,40, 40,"R",2,"R",2
106245,45, 45,"R",1,"R",1
106245,47, 47,"R",7,"R",6
106245,48, 48,"R",31,"R",30
106245,51, 51,"R",1,"Z",0
106245,58,999,"R",747,"R",681
106245,90, 90,"R",15,"R",8
106245,99, 99,"R",762,"R",689
106397, 1,  1,"R",2,"R",2
106397, 4,  4,"R",4,"R",4
106397, 5,  5,"R",2477,"R",2455
106397, 6,  6,"R",17,"R",16
106397, 8,  8,"R",8,"R",8
106397,12, 12,"R",13,"R",13
106397,13, 13,"R",8,"R",8
106397,15, 15,"R",2,"R",2
106397,16, 16,"R",1,"R",1
106397,17, 17,"R",31,"R",31
106397,18, 18,"R",1,"R",1
106397,19, 19,"R",5,"R",4
106397,20, 20,"R",227,"R",227
106397,21, 21,"R",1,"R",1
106397,22, 22,"R",44,"R",44
106397,23, 23,"R",1,"R",1
106397,24, 24,"R",3,"R",3
106397,25, 25,"R",1,"R",1
106397,26, 26,"R",2,"R",2
106397,27, 27,"R",2,"R",2
106397,28, 28,"R",11,"R",11
106397,29, 29,"R",365,"R",365
106397,30, 30,"R",2,"R",2
106397,31, 31,"R",4,"R",4
106397,34, 34,"R",3,"R",3
106397,36, 36,"R",2,"R",2
106397,37, 37,"R",2,"R",2
106397,38, 38,"R",1,"R",1
106397,39, 39,"R",4,"R",4
106397,40, 40,"R",233,"R",233
106397,41, 41,"R",1,"Z",0
106397,42, 42,"R",4,"R",4
106397,44, 44,"R",1,"R",1
106397,47, 47,"R",77,"R",76
106397,48, 48,"R",1438,"R",1436
106397,49, 49,"R",1,"R",1
106397,51, 51,"R",7,"R",7
106397,53, 53,"R",3,"R",3
106397,55, 55,"R",1,"R",1
106397,56, 56,"R",1,"R",1
106397,58,999,"R",5011,"R",4983
106397,90, 90,"R",55,"R",42
106397,99, 99,"R",5066,"R",5025
106412, 1,  1,"R",2,"R",1
106412, 2,  2,"R",1,"R",1
106412, 4,  4,"R",1,"R",1
106412, 5,  5,"R",334,"R",310
106412, 6,  6,"R",8,"R",8
106412,12, 12,"R",1,"R",1
106412,13, 13,"R",5,"R",5
106412,17, 17,"R",44,"R",41
106412,18, 18,"R",3,"R",2
106412,19, 19,"R",1,"R",1
106412,20, 20,"R",3,"R",2
106412,21, 21,"R",1,"R",1
106412,22, 22,"R",17,"R",17
106412,26, 26,"R",4,"R",4
106412,28, 28,"R",11,"R",11
106412,29, 29,"R",8,"R",6
106412,40, 40,"R",4,"R",4
106412,45, 45,"R",1,"R",1
106412,47, 47,"R",33,"R",31
106412,48, 48,"R",24,"R",23
106412,55, 55,"R",4,"R",4
106412,58,999,"R",510,"R",475
106412,90, 90,"R",4,"R",3
106412,99, 99,"R",514,"R",478
106449, 5,  5,"R",809,"R",658
106449,12, 12,"R",1,"R",1
106449,22, 22,"R",3,"R",2
106449,26, 26,"R",1,"Z",0
106449,29, 29,"R",2,"R",2
106449,47, 47,"R",3,"R",3
106449,48, 48,"R",2,"R",1
106449,58,999,"R",821,"R",667
106449,90, 90,"R",6,"R",1
106449,99, 99,"R",827,"R",668
106458, 1,  1,"R",6,"R",5
106458, 5,  5,"R",1172,"R",1152
106458, 6,  6,"R",3,"R",3
106458,12, 12,"R",8,"R",7
106458,13, 13,"R",4,"R",4
106458,17, 17,"R",13,"R",13
106458,18, 18,"R",1,"R",1
106458,20, 20,"R",3,"R",3
106458,22, 22,"R",4,"R",4
106458,24, 24,"R",1,"R",1
106458,26, 26,"R",2,"R",2
106458,28, 28,"R",11,"R",11
106458,29, 29,"R",95,"R",92
106458,32, 32,"R",1,"R",1
106458,34, 34,"R",1,"R",1
106458,37, 37,"R",1,"R",1
106458,40, 40,"R",8,"R",8
106458,47, 47,"R",44,"R",40
106458,48, 48,"R",13,"R",12
106458,51, 51,"R",1,"R",1
106458,55, 55,"R",2,"R",2
106458,58,999,"R",1394,"R",1364
106458,90, 90,"R",33,"R",17
106458,99, 99,"R",1427,"R",1381
106467, 1,  1,"R",4,"R",4
106467, 5,  5,"R",1731,"R",1529
106467, 6,  6,"R",3,"R",3
106467, 9,  9,"R",1,"R",1
106467,12, 12,"R",1,"R",1
106467,13, 13,"R",1,"R",1
106467,17, 17,"R",2,"R",2
106467,22, 22,"R",5,"R",5
106467,27, 27,"R",1,"Z",0
106467,29, 29,"R",11,"R",11
106467,36, 36,"R",1,"R",1
106467,37, 37,"R",1,"R",1
106467,40, 40,"R",17,"R",14
106467,47, 47,"R",6,"R",6
106467,48, 48,"R",26,"R",24
106467,55, 55,"R",1,"R",1
106467,58,999,"R",1812,"R",1604
106467,90, 90,"R",34,"R",13
106467,99, 99,"R",1846,"R",1617
106546, 5,  5,"R",6,"R",2
106546,28, 28,"R",1,"R",0
106546,58,999,"R",7,"R",2
106546,99, 99,"R",7,"R",2
106704, 1,  1,"R",2,"R",1
106704, 5,  5,"R",1691,"R",1658
106704, 6,  6,"R",2,"R",1
106704, 8,  8,"R",2,"R",2
106704,12, 12,"R",5,"R",5
106704,13, 13,"R",1,"R",1
106704,15, 15,"R",1,"R",1
106704,16, 16,"R",1,"R",0
106704,17, 17,"R",5,"R",5
106704,19, 19,"R",2,"R",2
106704,20, 20,"R",2,"R",2
106704,21, 21,"R",1,"R",1
106704,22, 22,"R",5,"R",5
106704,24, 24,"R",1,"R",1
106704,25, 25,"R",1,"R",1
106704,26, 26,"R",1,"R",1
106704,28, 28,"R",5,"R",5
106704,29, 29,"R",6,"R",6
106704,31, 31,"R",1,"R",1
106704,37, 37,"R",2,"R",2
106704,39, 39,"R",1,"R",1
106704,40, 40,"R",2,"R",2
106704,45, 45,"R",1,"R",1
106704,47, 47,"R",10,"R",10
106704,48, 48,"R",121,"R",119
106704,49, 49,"R",1,"R",1
106704,51, 51,"R",1,"R",1
106704,56, 56,"R",1,"R",1
106704,58,999,"R",1875,"R",1837
106704,90, 90,"R",62,"R",23
106704,99, 99,"R",1937,"R",1860
106713, 1,  1,"R",1,"R",1
106713, 5,  5,"R",100,"R",90
106713, 6,  6,"R",2,"R",2
106713, 8,  8,"R",1,"R",1
106713,17, 17,"R",1,"R",1
106713,22, 22,"R",7,"R",7
106713,28, 28,"R",4,"R",4
106713,29, 29,"R",2,"R",2
106713,39, 39,"R",1,"R",1
106713,40, 40,"R",2,"R",2
106713,47, 47,"R",3,"R",3
106713,48, 48,"R",10,"R",9
106713,58,999,"R",134,"R",123
106713,90, 90,"R",2,"R",1
106713,99, 99,"R",136,"R",124
106999, 5,  5,"R",266,"R",222
106999,29, 29,"R",1,"Z",0
106999,58,999,"R",267,"R",222
106999,98, 98,"R",1,"A",
106999,99, 99,"R",268,"R",222
107071, 1,  1,"R",1,"R",1
107071, 4,  4,"R",1,"R",1
107071, 5,  5,"R",517,"R",493
107071, 6,  6,"R",2,"R",2
107071, 8,  8,"R",1,"R",1
107071,12, 12,"R",3,"R",3
107071,17, 17,"R",1,"R",1
107071,20, 20,"R",1,"R",1
107071,21, 21,"R",2,"R",2
107071,22, 22,"R",10,"R",10
107071,28, 28,"R",4,"R",4
107071,40, 40,"R",2,"R",2
107071,47, 47,"R",2,"R",2
107071,48, 48,"R",69,"R",67
107071,58,999,"R",616,"R",590
107071,90, 90,"R",1,"R",0
107071,99, 99,"R",617,"R",590
107460, 1,  1,"R",1,"R",1
107460, 5,  5,"R",420,"R",337
107460,29, 29,"R",29,"R",27
107460,40, 40,"R",2,"R",1
107460,48, 48,"R",4,"R",2
107460,51, 51,"R",1,"R",1
107460,58,999,"R",457,"R",369
107460,90, 90,"R",4,"R",3
107460,99, 99,"R",461,"R",372
107521, 5,  5,"R",130,"R",100
107521,58,999,"R",130,"R",100
107521,99, 99,"R",130,"R",100
107585, 5,  5,"R",518,"R",402
107585,28, 28,"R",1,"R",0
107585,29, 29,"R",1,"R",1
107585,48, 48,"R",1,"R",1
107585,58,999,"R",521,"R",404
107585,99, 99,"R",521,"R",404
107974, 5,  5,"R",157,"R",119
107974,22, 22,"R",16,"R",11
107974,46, 46,"R",1,"Z",0
107974,48, 48,"R",1,"Z",0
107974,58,999,"R",175,"R",130
107974,98, 98,"R",1,"A",
107974,99, 99,"R",176,"R",130
107983, 5,  5,"R",641,"R",616
107983,17, 17,"R",2,"R",2
107983,18, 18,"R",3,"R",3
107983,22, 22,"R",70,"R",67
107983,25, 25,"R",1,"R",1
107983,28, 28,"R",1,"R",1
107983,40, 40,"R",4,"R",4
107983,47, 47,"R",6,"R",6
107983,48, 48,"R",138,"R",136
107983,51, 51,"R",1,"R",1
107983,55, 55,"R",1,"R",1
107983,58,999,"R",868,"R",838
107983,90, 90,"R",2,"R",1
107983,99, 99,"R",870,"R",839
107992, 5,  5,"R",203,"R",167
107992,12, 12,"R",1,"R",1
107992,22, 22,"R",1,"R",1
107992,40, 40,"R",1,"R",1
107992,48, 48,"R",2,"R",1
107992,58,999,"R",208,"R",171
107992,99, 99,"R",208,"R",171
108092, 2,  2,"R",1,"R",1
108092, 5,  5,"R",975,"R",882
108092, 6,  6,"R",1,"R",1
108092,13, 13,"R",1,"R",1
108092,24, 24,"R",1,"R",1
108092,27, 27,"R",1,"R",1
108092,28, 28,"R",1,"R",1
108092,29, 29,"R",3,"R",3
108092,40, 40,"R",91,"R",83
108092,47, 47,"R",1,"R",1
108092,48, 48,"R",22,"R",22
108092,58,999,"R",1098,"R",997
108092,90, 90,"R",5,"R",4
108092,99, 99,"R",1103,"R",1001
108232, 1,  1,"R",3,"R",1
108232, 2,  2,"R",3,"R",1
108232, 4,  4,"R",7,"R",6
108232, 5,  5,"R",4,"R",3
108232, 6,  6,"R",273,"R",176
108232, 8,  8,"R",7,"R",4
108232, 9,  9,"R",2,"R",1
108232,12, 12,"R",18,"R",9
108232,13, 13,"R",16,"R",8
108232,15, 15,"R",15,"R",12
108232,16, 16,"R",5,"R",4
108232,17, 17,"R",15,"R",11
108232,18, 18,"R",7,"R",5
108232,19, 19,"R",3,"R",3
108232,20, 20,"R",3,"R",1
108232,21, 21,"R",4,"R",3
108232,22, 22,"R",10,"R",5
108232,23, 23,"R",1,"Z",0
108232,24, 24,"R",6,"R",6
108232,25, 25,"R",10,"R",4
108232,26, 26,"R",8,"R",5
108232,27, 27,"R",3,"R",3
108232,28, 28,"R",3,"R",1
108232,29, 29,"R",14,"R",7
108232,31, 31,"R",1,"R",1
108232,32, 32,"R",19,"R",12
108232,33, 33,"R",1,"R",1
108232,34, 34,"R",12,"R",10
108232,35, 35,"R",4,"R",2
108232,36, 36,"R",22,"R",8
108232,37, 37,"R",8,"R",3
108232,38, 38,"R",3,"R",2
108232,39, 39,"R",14,"R",9
108232,40, 40,"R",5,"R",3
108232,41, 41,"R",10,"R",7
108232,42, 42,"R",13,"R",7
108232,44, 44,"R",3,"R",3
108232,45, 45,"R",6,"R",4
108232,46, 46,"R",1,"Z",0
108232,47, 47,"R",3,"R",3
108232,48, 48,"R",36,"R",23
108232,49, 49,"R",3,"R",3
108232,51, 51,"R",12,"R",7
108232,53, 53,"R",8,"R",7
108232,54, 54,"R",1,"R",1
108232,55, 55,"R",6,"R",3
108232,56, 56,"R",1,"R",1
108232,57, 57,"R",9,"R",1
108232,58,999,"R",641,"R",400
108232,66, 66,"R",2,"R",2
108232,78, 78,"R",1,"R",1
108232,89,999,"R",3,"R",3
108232,90, 90,"R",161,"R",35
108232,99, 99,"R",805,"R",438
109208, 6,  6,"R",3608,"R",1740
109208,57, 57,"R",60,"R",11
109208,58,999,"R",3668,"R",1751
109208,90, 90,"R",24,"R",3
109208,99, 99,"R",3692,"R",1754
109350, 1,  1,"R",1,"R",1
109350, 6,  6,"R",2081,"R",1431
109350, 8,  8,"R",2,"R",2
109350,12, 12,"R",2,"R",2
109350,32, 32,"R",2,"R",1
109350,45, 45,"R",2,"R",1
109350,47, 47,"R",1,"R",1
109350,48, 48,"R",1,"R",1
109350,53, 53,"R",1,"Z",0
109350,54, 54,"R",1,"R",1
109350,58,999,"R",2094,"R",1441
109350,90, 90,"R",11,"R",4
109350,99, 99,"R",2105,"R",1445
109785, 1,  1,"R",1,"R",1
109785, 2,  2,"R",1,"R",1
109785, 4,  4,"R",15,"Z",0
109785, 5,  5,"R",1,"R",1
109785, 6,  6,"R",773,"R",749
109785, 8,  8,"R",29,"R",29
109785, 9,  9,"R",3,"R",3
109785,12, 12,"R",1,"R",1
109785,13, 13,"R",1,"R",1
109785,15, 15,"R",20,"R",19
109785,16, 16,"R",3,"R",3
109785,17, 17,"R",6,"R",6
109785,18, 18,"R",1,"R",1
109785,20, 20,"R",2,"R",2
109785,23, 23,"R",2,"R",2
109785,24, 24,"R",2,"R",2
109785,25, 25,"R",1,"R",1
109785,26, 26,"R",4,"R",4
